2025-01-22 16:34:42.367 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-01-22 16:34:42.373 | INFO     | __main__:<module>:69 - Project root: /Users/davidrodriguez/Documents/44671_3/buzzline-03-davidrm
2025-01-22 16:34:42.374 | INFO     | __main__:<module>:73 - Data folder: /Users/davidrodriguez/Documents/44671_3/buzzline-03-davidrm/data
2025-01-22 16:34:42.380 | INFO     | __main__:<module>:77 - Data file: /Users/davidrodriguez/Documents/44671_3/buzzline-03-davidrm/data/buzz.json
2025-01-22 16:34:42.380 | INFO     | __main__:main:139 - START producer.
2025-01-22 16:34:42.381 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-22 16:34:42.412 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:79 - Zookeeper is ready at localhost:2181.
2025-01-22 16:34:42.413 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-22 16:34:42.752 | INFO     | utils.utils_producer:check_kafka_service_is_ready:98 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 0, 'host': 'davids-mbp', 'port': 9092, 'rack': None}], 'cluster_id': 'AE99UjkIR3-7Rs-ZONyylw', 'controller_id': 0}
2025-01-22 16:34:42.753 | INFO     | __main__:get_kafka_topic:51 - Kafka topic: buzzline_json
2025-01-22 16:34:42.754 | INFO     | __main__:get_message_interval:58 - Message interval: 1 seconds
2025-01-22 16:34:42.754 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-22 16:34:42.755 | INFO     | utils.utils_producer:create_kafka_producer:146 - Connecting to Kafka broker at localhost:9092...
2025-01-22 16:34:42.885 | INFO     | utils.utils_producer:create_kafka_producer:151 - Kafka producer successfully created.
2025-01-22 16:34:42.886 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-22 16:34:43.232 | INFO     | utils.utils_producer:create_kafka_topic:172 - Topic 'buzzline_json' already exists. Clearing it out...
2025-01-22 16:34:43.233 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-22 16:34:43.644 | ERROR    | utils.utils_producer:clear_kafka_topic:235 - Error managing retention for topic 'buzzline_json': list indices must be integers or slices, not ConfigResource
2025-01-22 16:34:43.645 | INFO     | __main__:main:159 - Kafka topic 'buzzline_json' is ready.
2025-01-22 16:34:43.646 | INFO     | __main__:main:165 - Starting message production to topic 'buzzline_json'...
